hero_x,hero_y,cnt
"HUDSON, HEATHER",AURORA/JEANNE-MARIE ,84
LIGHTSPEED/JULIE POW,GEE/ALEX POWER,84
STORM/ORORO MUNROE S,MAGNETO/MAGNUS/ERIC ,84
BALDER [ASGARDIAN],KARNILLA [ASGARDIAN],84
MAGIK/ILLYANA RASPUT,MIRAGE II/DANIELLE M,84
LIGHTSPEED/JULIE POW,COUNTERWEIGHT II/KAT,83
SUB-MARINER/NAMOR MA,VASHTI,83
INVISIBLE WOMAN/SUE ,LYJA LAZERFIST [SKRU,83
COUNTERWEIGHT/JACK P,COUNTERWEIGHT II/KAT,83
HAWK,HERCULES [GREEK GOD],83
"MACTAGGERT, MOIRA KI",PROFESSOR X/CHARLES ,83
GORGON [INHUMAN],CRYSTAL [INHUMAN],82
"ALRAUNE, MARLENE",MOON KNIGHT/MARC SPE,82
NAMORITA/NITA PRENTI,NOVA/RICHARD RIDER,82
"WATSON, ANNA","PARKER, MAY",82
FIRESTAR/ANGELICA JO,NOVA/RICHARD RIDER,82
WARLOCK III,MIRAGE II/DANIELLE M,82
"KNIGHT, MISTY","WING, COLLEEN",82
SUB-MARINER/NAMOR MA,MISS AMERICA/MADELIN,82
SERSI/SYLVIA,CAPTAIN AMERICA,82
LYJA LAZERFIST [SKRU,THING/BENJAMIN J. GR,81
BLACK KNIGHT V/DANE ,CAPTAIN MARVEL II/MO,81
HERCULES [GREEK GOD],CRYSTAL [INHUMAN],81
BLACK BOLT/BLACKANTO,CRYSTAL [INHUMAN],81
"JONES, GABE","DUGAN, TIMOTHY ALOYI",81
"SUMMERS, NATHAN CHRI",CANNONBALL II/SAM GU,81
CYPHER/DOUG RAMSEY,WOLFSBANE/RAHNE SINC,81
"OSBORN, LIZ ALLAN","JAMESON, J. JONAH",81
"OSBORN, HARRY","PARKER, MAY",81
CRYSTAL [INHUMAN],KARNAK [INHUMAN],80
IRON FIST/DANIEL RAN,"KNIGHT, MISTY",80
HAWK,THING/BENJAMIN J. GR,80
"JONES, RICHARD MILHO",CAPTAIN AMERICA,80
HAVOK/ALEX SUMMERS ,PSYLOCKE/ELISABETH B,80
MAGNETO/MAGNUS/ERIC ,WOLVERINE/LOGAN ,80
HAWK,MR. FANTASTIC/REED R,80
"ARBOGAST, BAMBI",IRON MAN/TONY STARK ,80
PSYLOCKE/ELISABETH B,GAMBIT/REMY LEBEAU ,80
"DUGAN, TIMOTHY ALOYI",CAPTAIN AMERICA,79
"MACTAGGERT, MOIRA KI",WOLVERINE/LOGAN ,79
SHANNA/SHANNA O'HARA,KA-ZAR/KEVIN PLUNDER,79
THING/BENJAMIN J. GR,MS. MARVEL II/SHARON,79
RICTOR/JULIO ESTEBAN,BOOMER/TABITHA SMITH,79
MARVEL GIRL/JEAN GRE,HAVOK/ALEX SUMMERS ,79
IRON MAN/TONY STARK ,HERCULES [GREEK GOD],79
CAPTAIN AMERICA,REDWING,79
PUCK/EUGENE MILTON J,AURORA/JEANNE-MARIE ,78
WASP/JANET VAN DYNE ,SPIDER-MAN/PETER PAR,78
COLOSSUS II/PETER RA,MAGNETO/MAGNUS/ERIC ,78
THOR/DR. DONALD BLAK,ENCHANTRESS/AMORA/HE,78
PROFESSOR X/CHARLES ,CANNONBALL II/SAM GU,78
ROGUE /,HAVOK/ALEX SUMMERS ,78
SPIDER-MAN/PETER PAR,"LEEDS, NED",78
MEDUSA/MEDUSALITH AM,CRYSTAL [INHUMAN],78
SPEEDBALL/ROBBIE BAL,NOVA/RICHARD RIDER,78
CAPTAIN AMERICA,WOLVERINE/LOGAN ,78
"SUMMERS, NATHAN CHRI",BEAST/HENRY &HANK& P,78
HELLCAT/PATSY WALKER,"NORRISS, SISTER BARB",78
SUNSPOT/ROBERTO DACO,MAGIK/ILLYANA RASPUT,77
HULK/DR. ROBERT BRUC,INVISIBLE WOMAN/SUE ,77
WONDER MAN/SIMON WIL,USAGENT/CAPTAIN JOHN,77
BANSHEE/SEAN CASSIDY,NIGHTCRAWLER/KURT WA,77
POLARIS/LORNA DANE,MARVEL GIRL/JEAN GRE,77
IRON MAN/TONY STARK ,BINARY/CAROL DANVERS,77
GAMBIT/REMY LEBEAU ,COLOSSUS II/PETER RA,77
SPIDER-MAN CLONE/BEN,"WATSON-PARKER, MARY ",77
BLACK KNIGHT V/DANE ,WASP/JANET VAN DYNE ,76
BOOMER/TABITHA SMITH,"SUMMERS, NATHAN CHRI",76
"JARVIS, EDWIN ",HERCULES [GREEK GOD],76
"MACTAGGERT, MOIRA KI",STORM/ORORO MUNROE S,76
QUASAR III/WENDELL V,VISION ,76
THING/BENJAMIN J. GR,WOLVERINE/LOGAN ,76
SHE-HULK/JENNIFER WA,WONDER MAN/SIMON WIL,76
"TARR, BLACK JACK","RESTON, CLIVE",76
BOOMER/TABITHA SMITH,SIRYN/THERESA ROURKE,76
THOR/DR. DONALD BLAK,KARNILLA [ASGARDIAN],76
"ROSENTHAL, BERNIE",CAPTAIN AMERICA,76
"TARR, BLACK JACK","SMITH, SIR DENIS NAY",75
"JAMESON, J. JONAH","GRANT, GLORIA GLORY",75
ANT-MAN/DR. HENRY J.,MOCKINGBIRD/DR. BARB,75
JUBILEE/JUBILATION L,SKIN/ANGELO ESPINOSA,75
SHADOWCAT/KATHERINE ,CYCLOPS/SCOTT SUMMER,75
IRON FIST/DANIEL RAN,"WING, COLLEEN",75
SASQUATCH/WALTER LAN,NORTHSTAR/JEAN-PAUL ,75
COLOSSUS II/PETER RA,ICEMAN/ROBERT BOBBY ,75
ANGEL/WARREN KENNETH,ROGUE /,75
"OSBORN, HARRY","THOMPSON, EUGENE FLA",75
SCARLET WITCH/WANDA ,SPIDER-WOMAN II/JULI,75
SPIDER-MAN/PETER PAR,VISION ,75
POLARIS/LORNA DANE,STORM/ORORO MUNROE S,74
BANSHEE/SEAN CASSIDY,PROFESSOR X/CHARLES ,74
"WATSON-PARKER, MARY ","URICH, BEN",74
WHITE QUEEN/EMMA FRO,JUBILEE/JUBILATION L,74
SASQUATCH/WALTER LAN,AURORA/JEANNE-MARIE ,74
HEIMDALL [ASGARDIAN],LOKI [ASGARDIAN],74
POLARIS/LORNA DANE,PROFESSOR X/CHARLES ,74
MOCKINGBIRD/DR. BARB,IRON MAN/TONY STARK ,74
"WU, LEIKO","TARR, BLACK JACK",74
SASQUATCH/WALTER LAN,PUCK/EUGENE MILTON J,74
BLACK KNIGHT V/DANE ,SHE-HULK/JENNIFER WA,74
USAGENT/CAPTAIN JOHN,SPIDER-WOMAN II/JULI,74
NOVA/RICHARD RIDER,NIGHT THRASHER/DUANE,74
"THOMPSON, EUGENE FLA","ROBERTSON, JOE",73
CHAMBER/JONOTHON STA,JUBILEE/JUBILATION L,73
"JONES, RICHARD MILHO","ROSS, GEN. THADDEUS ",73
ODIN [ASGARDIAN],VIZIER,73
CRYSTAL [INHUMAN],BLACK WIDOW/NATASHA ,73
PROFESSOR X/CHARLES ,PSYLOCKE/ELISABETH B,73
HAVOK/ALEX SUMMERS ,ICEMAN/ROBERT BOBBY ,73
BEAST/HENRY &HANK& P,"JARVIS, EDWIN ",73
SHADOWCAT/KATHERINE ,"MACTAGGERT, MOIRA KI",73
THUNDERBIRD II/JAMES,SUNSPOT/ROBERTO DACO,73
"RESTON, CLIVE","WU, LEIKO",73
THING/BENJAMIN J. GR,ANT-MAN/DR. HENRY J.,73
SILVER SURFER/NORRIN,THING/BENJAMIN J. GR,73
THUNDERBIRD II/JAMES,SIRYN/THERESA ROURKE,73
CAPTAIN AMERICA,CRYSTAL [INHUMAN],73
BEAST/HENRY &HANK& P,HAVOK/ALEX SUMMERS ,72
SASQUATCH/WALTER LAN,SHAMAN/MICHAEL TWOYO,72
THOR/DR. DONALD BLAK,VIZIER,72
JUBILEE/JUBILATION L,HUSK/PAIGE GUTHRIE,72
CANNONBALL II/SAM GU,CYCLOPS/SCOTT SUMMER,72
"ROBERTSON, JOE","OSBORN, HARRY",72
GAMBIT/REMY LEBEAU ,ICEMAN/ROBERT BOBBY ,72
CRYSTAL [INHUMAN],LOCKJAW [INHUMAN],72
ANT-MAN/DR. HENRY J.,MR. FANTASTIC/REED R,72
WOLFSBANE/RAHNE SINC,COLOSSUS II/PETER RA,72
ANT-MAN/DR. HENRY J.,SHE-HULK/JENNIFER WA,72
MAGNETO/MAGNUS/ERIC ,CYCLOPS/SCOTT SUMMER,72
THOR/DR. DONALD BLAK,HULK/DR. ROBERT BRUC,72
HAWK,USAGENT/CAPTAIN JOHN,72
"PARKER, MAY","OSBORN, LIZ ALLAN",72
SKIN/ANGELO ESPINOSA,CHAMBER/JONOTHON STA,72
HAVOK/ALEX SUMMERS ,ANGEL/WARREN KENNETH,72
ROGUE /,ICEMAN/ROBERT BOBBY ,72
BANSHEE/SEAN CASSIDY,WHITE QUEEN/EMMA FRO,71
THING/BENJAMIN J. GR,CYCLOPS/SCOTT SUMMER,71
CYCLOPS/SCOTT SUMMER,"MACTAGGERT, MOIRA KI",71
"JAMESON, J. JONAH","WATSON, ANNA",71
DOC SAMSON/DR. LEONA,"BANNER, BETTY ROSS T",71
STARFOX/EROS,CAPTAIN AMERICA,71
WOLVERINE/LOGAN ,HULK/DR. ROBERT BRUC,71
"GRANT, GLORIA GLORY","ROBERTSON, JOE",71
"STACY, GWEN","JAMESON, J. JONAH",71
IRON MAN/TONY STARK ,SUB-MARINER/NAMOR MA,71
DAREDEVIL/MATT MURDO,CAPTAIN AMERICA,71
STORM/ORORO MUNROE S,BISHOP /,71
DR. STRANGE/STEPHEN ,SPIDER-MAN/PETER PAR,71
CAPTAIN AMERICA,HUMAN TORCH ANDROID/,71
MARVEL GIRL/JEAN GRE,BISHOP /,70
WOLVERINE/LOGAN ,DAZZLER II/ALLISON B,70
MARVEL GIRL/JEAN GRE,CANNONBALL II/SAM GU,70
WASP/JANET VAN DYNE ,HULK/DR. ROBERT BRUC,70
SILVER SURFER/NORRIN,DR. STRANGE/STEPHEN ,70
BLACK BOLT/BLACKANTO,LOCKJAW [INHUMAN],70
VISION ,BLACK KNIGHT V/DANE ,70
"FURY, COL. NICHOLAS ","DE LA FONTAINE, CONT",70
WOLVERINE/LOGAN ,POLARIS/LORNA DANE,70
ZABU,SHANNA/SHANNA O'HARA,70
WASP/JANET VAN DYNE ,SUB-MARINER/NAMOR MA,70
KARNILLA [ASGARDIAN],SIF,70
HELLCAT/PATSY WALKER,HULK/DR. ROBERT BRUC,70
SILVER SURFER/NORRIN,GALACTUS/GALAN,70
ROGUE /,MAGNETO/MAGNUS/ERIC ,70
"LEEDS, BETTY BRANT","OSBORN, LIZ ALLAN",69
BEAST/HENRY &HANK& P,POLARIS/LORNA DANE,69
HERCULES [GREEK GOD],SHE-HULK/JENNIFER WA,69
SKIN/ANGELO ESPINOSA,HUSK/PAIGE GUTHRIE,69
SILVER SURFER/NORRIN,HUMAN TORCH/JOHNNY S,69
SHAMAN/MICHAEL TWOYO,PUCK/EUGENE MILTON J,69
STORM/ORORO MUNROE S,THING/BENJAMIN J. GR,69
HUMAN TORCH/JOHNNY S,MS. MARVEL II/SHARON,69
SCARLET WITCH/WANDA ,TIGRA/GREER NELSON,69
PHOENIX III/RACHEL S,MEGGAN,69
VISION ,HULK/DR. ROBERT BRUC,69
ICEMAN/ROBERT BOBBY ,POLARIS/LORNA DANE,69
LOCKJAW [INHUMAN],KARNAK [INHUMAN],69
HAVOK/ALEX SUMMERS ,PROFESSOR X/CHARLES ,69
"JAMESON, MARLA MADIS","JAMESON, J. JONAH",69
TIGRA/GREER NELSON,WASP/JANET VAN DYNE ,69
GORGON [INHUMAN],LOCKJAW [INHUMAN],69
ANGEL/WARREN KENNETH,GAMBIT/REMY LEBEAU ,68
MEDUSA/MEDUSALITH AM,INVISIBLE WOMAN/SUE ,68
BINARY/CAROL DANVERS,VISION ,68
STARSHINE II/BRANDY ,"ROM, SPACEKNIGHT",68
MEGGAN,LOCKHEED,68
CANNONBALL II/SAM GU,MAGMA/AMARA AQUILLA/,68
HUMAN TORCH/JOHNNY S,CYCLOPS/SCOTT SUMMER,68
"CARTER, PEGGY",CAPTAIN AMERICA,68
CRYSTAL [INHUMAN],TRITON,68
DR. STRANGE/STEPHEN ,ANCIENT ONE,68
LIZARD/DR. CURTIS CO,SPIDER-MAN/PETER PAR,68
DORMA [ATLANTEAN],SUB-MARINER/NAMOR MA,67
"OSBORN, LIZ ALLAN","OSBORN, HARRY",67
SYNCH/EVERETT THOMAS,JUBILEE/JUBILATION L,67
WOLVERINE/LOGAN ,HUMAN TORCH/JOHNNY S,67
SCARLET WITCH/WANDA ,SPIDER-MAN/PETER PAR,67
CAPTAIN MARVEL II/MO,HAWK,67
"KINCAID, DR. JANE FO",ODIN [ASGARDIAN],67
THING/BENJAMIN J. GR,BEAST/HENRY &HANK& P,67
WHITE QUEEN/EMMA FRO,SKIN/ANGELO ESPINOSA,67
SCARLET WITCH/WANDA ,MOCKINGBIRD/DR. BARB,67
CAPTAIN BRITAIN/BRIA,PHOENIX III/RACHEL S,67
THING/BENJAMIN J. GR,WONDER MAN/SIMON WIL,67
HAWK,HUMAN TORCH/JOHNNY S,67
LILANDRA NERAMANI [S,PROFESSOR X/CHARLES ,67
ANT-MAN/DR. HENRY J.,INVISIBLE WOMAN/SUE ,67
NAMORITA/NITA PRENTI,SPEEDBALL/ROBBIE BAL,67
DR. STRANGE/STEPHEN ,CAPTAIN AMERICA,67
CHAMBER/JONOTHON STA,HUSK/PAIGE GUTHRIE,67
SKIN/ANGELO ESPINOSA,SYNCH/EVERETT THOMAS,66
WHITE QUEEN/EMMA FRO,CHAMBER/JONOTHON STA,66
BINARY/CAROL DANVERS,WASP/JANET VAN DYNE ,66
ANGEL/WARREN KENNETH,POLARIS/LORNA DANE,66
NAMORITA/NITA PRENTI,FIRESTAR/ANGELICA JO,66
SYNCH/EVERETT THOMAS,HUSK/PAIGE GUTHRIE,66
"JARVIS, EDWIN ",QUICKSILVER/PIETRO M,66
SPIDER-MAN/PETER PAR,"ROBERTSON, RANDY",66
DAZZLER II/ALLISON B,ROGUE /,66
ICEMAN/ROBERT BOBBY ,PSYLOCKE/ELISABETH B,66
CYCLOPS/SCOTT SUMMER,CAPTAIN AMERICA,66
SHADOWCAT/KATHERINE ,CYPHER/DOUG RAMSEY,66
HULK/DR. ROBERT BRUC,SILVER SURFER/NORRIN,66
HUSK/PAIGE GUTHRIE,WHITE QUEEN/EMMA FRO,66
"URICH, BEN","ROBERTSON, JOE",66
VIZIER,FANDRAL [ASGARDIAN],66
BANSHEE/SEAN CASSIDY,SKIN/ANGELO ESPINOSA,66
"WATSON-PARKER, MARY ","OSBORN, LIZ ALLAN",66
NIGHTHAWK II/KYLE RI,HELLCAT/PATSY WALKER,66
SIRYN/THERESA ROURKE,SUNSPOT/ROBERTO DACO,66
MANDARIN,IRON MAN/TONY STARK ,65
SHAMAN/MICHAEL TWOYO,AURORA/JEANNE-MARIE ,65
HULK/DR. ROBERT BRUC,SCARLET WITCH/WANDA ,65
ANGEL/WARREN KENNETH,"SUMMERS, NATHAN CHRI",65
DR. DOOM/VICTOR VON ,CAPTAIN AMERICA,65
STARFOX/EROS,CAPTAIN MARVEL II/MO,65
MEDUSA/MEDUSALITH AM,LOCKJAW [INHUMAN],65
VOLSTAGG,VIZIER,65
JUSTICE II/VANCE AST,NOVA/RICHARD RIDER,65
DOC SAMSON/DR. LEONA,"ROSS, GEN. THADDEUS ",65
WARLOCK III,MAGIK/ILLYANA RASPUT,65
VISION ,STARFOX/EROS,65
"JONES, RICHARD MILHO",CAPTAIN MARVEL/CAPTA,65
SHAMAN/MICHAEL TWOYO,NORTHSTAR/JEAN-PAUL ,65
HAWK,BEAST/HENRY &HANK& P,65
HERCULES [GREEK GOD],CAPTAIN MARVEL II/MO,65
BISHOP /,PROFESSOR X/CHARLES ,65
CHAMBER/JONOTHON STA,BANSHEE/SEAN CASSIDY,65
VIZIER,HOGUN [ASGARDIAN],65
"STACY, GWEN","OSBORN, HARRY",64
SILVER SURFER/NORRIN,MR. FANTASTIC/REED R,64
SUB-MARINER/NAMOR MA,HUMAN TORCH ANDROID/,64
"ALRAUNE, MARLENE",FRENCHIE/JEAN-PAUL D,64
ICEMAN/ROBERT BOBBY ,BISHOP /,64
HUMAN TORCH/JOHNNY S,DAREDEVIL/MATT MURDO,64
"JONES, GABE","FURY, COL. NICHOLAS ",64
VISION ,SERSI/SYLVIA,64
"MASTERS, ALICIA REIS","RICHARDS, FRANKLIN B",64
"WOLFE, SARA",DR. STRANGE/STEPHEN ,64
LEADER/SAM STERNS,HULK/DR. ROBERT BRUC,64
SUB-MARINER/NAMOR MA,NAMORITA/NITA PRENTI,64
WONDER MAN/SIMON WIL,HERCULES [GREEK GOD],63
VISION ,CAPTAIN MARVEL II/MO,63
PENANCE/MONET ST. CR,JUBILEE/JUBILATION L,63
CHAMBER/JONOTHON STA,PENANCE/MONET ST. CR,63
HAWK,HULK/DR. ROBERT BRUC,63
BINARY/CAROL DANVERS,SCARLET WITCH/WANDA ,63
"JAMESON, COL. JOHN ",SPIDER-MAN/PETER PAR,63
SYNCH/EVERETT THOMAS,CHAMBER/JONOTHON STA,63
"RESTON, CLIVE","SMITH, SIR DENIS NAY",63
SPIDER-MAN/PETER PAR,WOLVERINE/LOGAN ,63
"CUSHING, KATE",SPIDER-MAN/PETER PAR,63
"LUBENSKI, NATE",SPIDER-MAN/PETER PAR,63
WHITE QUEEN/EMMA FRO,SYNCH/EVERETT THOMAS,63
CRYSTAL [INHUMAN],ANT-MAN/DR. HENRY J.,63
THING/BENJAMIN J. GR,PROFESSOR X/CHARLES ,63
"SUMMERS, NATHAN CHRI",STORM/ORORO MUNROE S,63
FIRESTAR/ANGELICA JO,NIGHT THRASHER/DUANE,62
IRON MAN/TONY STARK ,SPIDER-WOMAN II/JULI,62
STARFOX/EROS,WASP/JANET VAN DYNE ,62
QUASAR III/WENDELL V,SHE-HULK/JENNIFER WA,62
THUNDERSTRIKE/ERIC K,HERCULES [GREEK GOD],62
MAGMA/AMARA AQUILLA/,WOLFSBANE/RAHNE SINC,62
SPIDER-MAN/PETER PAR,SANDMAN/WILLIAM BAKE,62
HOBGOBLIN V/JASON PH,SPIDER-MAN/PETER PAR,62
BANSHEE/SEAN CASSIDY,HUSK/PAIGE GUTHRIE,62
SCARLET WITCH/WANDA ,DR. STRANGE/STEPHEN ,62
WONDER MAN/SIMON WIL,QUICKSILVER/PIETRO M,62
MIRAGE II/DANIELLE M,MAGMA/AMARA AQUILLA/,62
HAWK,INVISIBLE WOMAN/SUE ,62
CAPTAIN MARVEL II/MO,SCARLET WITCH/WANDA ,62
CAPTAIN BRITAIN/BRIA,LOCKHEED,62
SUB-MARINER/NAMOR MA,THOR/DR. DONALD BLAK,62
FIRESTAR/ANGELICA JO,SPEEDBALL/ROBBIE BAL,62
COLOSSUS II/PETER RA,POLARIS/LORNA DANE,62
NAMORITA/NITA PRENTI,NIGHT THRASHER/DUANE,62
"JAMESON, MARLA MADIS",SPIDER-MAN/PETER PAR,61
INVISIBLE WOMAN/SUE ,SILVER SURFER/NORRIN,61
"SMITH, SIR DENIS NAY","WU, LEIKO",61
"MACTAGGERT, MOIRA KI",BANSHEE/SEAN CASSIDY,61
INVISIBLE WOMAN/SUE ,WONDER MAN/SIMON WIL,61
SCARLET WITCH/WANDA ,STARFOX/EROS,61
CAPTAIN AMERICA,DIAMONDBACK II/RACHE,61
THOR/DR. DONALD BLAK,BLACK WIDOW/NATASHA ,61
THING/BENJAMIN J. GR,DAREDEVIL/MATT MURDO,61
MR. FANTASTIC/REED R,LYJA LAZERFIST [SKRU,61
PROFESSOR X/CHARLES ,CAPTAIN AMERICA,61
ICEMAN/ROBERT BOBBY ,"SUMMERS, NATHAN CHRI",61
SKIN/ANGELO ESPINOSA,PENANCE/MONET ST. CR,61
RICTOR/JULIO ESTEBAN,CANNONBALL II/SAM GU,61
PSYLOCKE/ELISABETH B,DAZZLER II/ALLISON B,61
HULK/DR. ROBERT BRUC,SHE-HULK/JENNIFER WA,61
"NORRISS, SISTER BARB",GARGOYLE II/ISAAC CH,60
MOONDRAGON/HEATHER D,BEAST/HENRY &HANK& P,60
VISION ,MOONDRAGON/HEATHER D,60
HUMAN TORCH/JOHNNY S,STORM/ORORO MUNROE S,60
"JONES, RICHARD MILHO","JONES, MARLO CHANDLE",60
WOLFSBANE/RAHNE SINC,"MACTAGGERT, MOIRA KI",60
DR. STRANGE/STEPHEN ,HELLCAT/PATSY WALKER,60
MOONSTONE II/KARLA S,SCREAMING MIMI/MELIS,60
MR. FANTASTIC/REED R,BEAST/HENRY &HANK& P,60
BOX IV/MADISON JEFFR,SASQUATCH/WALTER LAN,60
VISION ,MOCKINGBIRD/DR. BARB,60
PROFESSOR X/CHARLES ,HUMAN TORCH/JOHNNY S,60
CANNONBALL II/SAM GU,BEAST/HENRY &HANK& P,60
SUB-MARINER/NAMOR MA,SHE-HULK/JENNIFER WA,59
"PARKER, MAY","LUBENSKI, NATE",59
SYNCH/EVERETT THOMAS,BANSHEE/SEAN CASSIDY,59
USAGENT/CAPTAIN JOHN,ANT-MAN/DR. HENRY J.,59
BLACK WIDOW/NATASHA ,"JARVIS, EDWIN ",59
CAPTAIN AMERICA,BINARY/CAROL DANVERS,59
LOCKHEED,PHOENIX III/RACHEL S,59
BOOMER/TABITHA SMITH,DOMINO III/BEATRICE/,59
WOLFSBANE/RAHNE SINC,SHADOWCAT/KATHERINE ,59
DR. DOOM/VICTOR VON ,SUB-MARINER/NAMOR MA,59
SCARLET WITCH/WANDA ,SUB-MARINER/NAMOR MA,59
IRON MAN/TONY STARK ,"SITWELL, JASPER",59
ANGEL/WARREN KENNETH,NIGHTCRAWLER/KURT WA,59
"SUMMERS, NATHAN CHRI",WOLVERINE/LOGAN ,59
"KNIGHT, MISTY","CAGE, LUKE/CARL LUCA",59
"JARVIS, EDWIN ",SHE-HULK/JENNIFER WA,59
MOONSTONE II/KARLA S,POWER MAN/ERIK JOSTE,59
RINTRAH,DR. STRANGE/STEPHEN ,59
HUMAN TORCH/JOHNNY S,ANT-MAN/DR. HENRY J.,59
SUNSPOT/ROBERTO DACO,MAGMA/AMARA AQUILLA/,59
VIZIER,SIF,59
"NORRISS, SISTER BARB",SUB-MARINER/NAMOR MA,58
"JAMESON, J. JONAH",GREEN GOBLIN/NORMAN ,58
HULK/DR. ROBERT BRUC,"QUARTERMAIN, CLAY",58
CYCLOPS/SCOTT SUMMER,MR. FANTASTIC/REED R,58
SHE-HULK/JENNIFER WA,SPIDER-MAN/PETER PAR,58
TRITON,LOCKJAW [INHUMAN],58
IRON MAN/TONY STARK ,"JONES, RICHARD MILHO",58
DRACULA/VLAD TEPES,"DRAKE, FRANKLIN",58
IRON MAN IV/JAMES R.,HAWK,58
BOOMER/TABITHA SMITH,MIRAGE II/DANIELLE M,58
VISION ,DR. STRANGE/STEPHEN ,58
FIRESTAR/ANGELICA JO,CAPTAIN AMERICA,58
SCARLET WITCH/WANDA ,MOONDRAGON/HEATHER D,58
HUMAN TORCH/JOHNNY S,"WINGFOOT, WYATT",58
NIGHT THRASHER/DUANE,SPEEDBALL/ROBBIE BAL,58
KARNILLA [ASGARDIAN],HOGUN [ASGARDIAN],58
DAREDEVIL/MATT MURDO,INVISIBLE WOMAN/SUE ,58
BALDER [ASGARDIAN],VIZIER,57
SUNSPOT/ROBERTO DACO,"SUMMERS, NATHAN CHRI",57
KARNILLA [ASGARDIAN],ODIN [ASGARDIAN],57
GEE/ALEX POWER,"POWER, DR. JIM",57
"STACY, JILL",SPIDER-MAN/PETER PAR,57
CYPHER/DOUG RAMSEY,CANNONBALL II/SAM GU,57
MAGMA/AMARA AQUILLA/,MAGIK/ILLYANA RASPUT,57
WOLFSBANE/RAHNE SINC,NIGHTCRAWLER/KURT WA,57
STORM/ORORO MUNROE S,DAZZLER II/ALLISON B,57
LONGSHOT,DAZZLER II/ALLISON B,57
PATRIOT/JEFF MACE,HUMAN TORCH ANDROID/,57
QUICKSILVER/PIETRO M,BEAST/HENRY &HANK& P,57
CAPTAIN AMERICA,STORM/ORORO MUNROE S,57
THUNDERBIRD II/JAMES,DOMINO III/BEATRICE/,57
MADAME MASQUE/GIULIE,IRON MAN/TONY STARK ,57
HUMAN TORCH/JOHNNY S,BEAST/HENRY &HANK& P,57
BOX IV/MADISON JEFFR,PUCK/EUGENE MILTON J,57
MOONDRAGON/HEATHER D,CAPTAIN AMERICA,57
SPIDER-MAN/PETER PAR,HAWK,57
THING/BENJAMIN J. GR,BLACK BOLT/BLACKANTO,57
SUB-MARINER/NAMOR MA,VISION ,57
STORM/ORORO MUNROE S,LILANDRA NERAMANI [S,56
CAPTAIN AMERICA,TIGRA/GREER NELSON,56
"LEEDS, BETTY BRANT","OSBORN, HARRY",56
LIGHTSPEED/JULIE POW,"POWER, DR. JIM",56
TIGRA/GREER NELSON,VISION ,56
KINGPIN/WILSON FISK,"NELSON, FRANKLIN FOG",56
CYCLOPS/SCOTT SUMMER,APOCALYPSE/EN SABAH ,56
"POWER, DR. JIM",COUNTERWEIGHT/JACK P,56
"POWER, DR. JIM",COUNTERWEIGHT II/KAT,56
PROFESSOR X/CHARLES ,WOLFSBANE/RAHNE SINC,56
BISHOP /,BEAST/HENRY &HANK& P,56
POWER MAN/ERIK JOSTE,SCREAMING MIMI/MELIS,56
"CARTER, SHARON",FALCON/SAM WILSON,56
PENANCE/MONET ST. CR,HUSK/PAIGE GUTHRIE,56
CAPTAIN AMERICA,USAGENT/CAPTAIN JOHN,56
GORGON [INHUMAN],THING/BENJAMIN J. GR,56
SCARLET WITCH/WANDA ,LIVING LIGHTNING/MIG,56
CRYSTAL [INHUMAN],SCARLET WITCH/WANDA ,55
WOLVERINE/LOGAN ,FORGE,55
BANSHEE/SEAN CASSIDY,PENANCE/MONET ST. CR,55
KARNILLA [ASGARDIAN],FANDRAL [ASGARDIAN],55
"WATSON-PARKER, MARY ","GRANT, GLORIA GLORY",55
DR. STRANGE/STEPHEN ,THING/BENJAMIN J. GR,55
PENANCE/MONET ST. CR,WHITE QUEEN/EMMA FRO,55
JUBILEE/JUBILATION L,STORM/ORORO MUNROE S,55
MARVEL GIRL/JEAN GRE,APOCALYPSE/EN SABAH ,55
LEECH,"MADDICKS, ARTHUR ART",55
COLOSSUS II/PETER RA,DAZZLER II/ALLISON B,55
PSYLOCKE/ELISABETH B,JUBILEE/JUBILATION L,55
BLACK PANTHER/T'CHAL,"JARVIS, EDWIN ",55
SERSI/SYLVIA,HERCULES [GREEK GOD],55
CYPHER/DOUG RAMSEY,MIRAGE II/DANIELLE M,55
HUMAN TORCH/JOHNNY S,BLACK BOLT/BLACKANTO,55
THUNDERBIRD II/JAMES,SHATTERSTAR II/GAVEE,55
BEAST/HENRY &HANK& P,"NORRISS, SISTER BARB",55
MAGNETO/MAGNUS/ERIC ,CANNONBALL II/SAM GU,55
CAPTAIN AMERICA,THUNDERSTRIKE/ERIC K,55
HERCULES [GREEK GOD],QUASAR III/WENDELL V,54
CAPTAIN AMERICA,SILVER SURFER/NORRIN,54
ICEMAN/ROBERT BOBBY ,CANNONBALL II/SAM GU,54
WASP/JANET VAN DYNE ,MOCKINGBIRD/DR. BARB,54
MARROW/SARAH ,STORM/ORORO MUNROE S,54
LONGSHOT,ROGUE /,54
KARNILLA [ASGARDIAN],VOLSTAGG,54
LONGSHOT,PSYLOCKE/ELISABETH B,54
FORGE,STORM/ORORO MUNROE S,54
NIGHTCRAWLER/KURT WA,MAGNETO/MAGNUS/ERIC ,54
IRON MAN IV/JAMES R.,"ARBOGAST, BAMBI",54
BLACK KNIGHT V/DANE ,"JARVIS, EDWIN ",54
